Entity,Code,Year,Crops - Oil palm fruit - 254 - Area harvested - 5312 - ha
Sao Tome and Principe,STP,1990,180
Sao Tome and Principe,STP,1991,480
Sao Tome and Principe,STP,1992,580
Sao Tome and Principe,STP,1993,580
Sao Tome and Principe,STP,1994,450
Sao Tome and Principe,STP,1995,400
Sao Tome and Principe,STP,1996,600
Sao Tome and Principe,STP,1997,600
Sao Tome and Principe,STP,1998,550
Sao Tome and Principe,STP,1999,600
Sao Tome and Principe,STP,2000,1100
Sao Tome and Principe,STP,2001,1300
Sao Tome and Principe,STP,2002,1300
Sao Tome and Principe,STP,2003,1350
Sao Tome and Principe,STP,2004,1400
Sao Tome and Principe,STP,2005,1400
Sao Tome and Principe,STP,2006,1600
Sao Tome and Principe,STP,2007,1600
Sao Tome and Principe,STP,2008,1650
Sao Tome and Principe,STP,2009,1650
Sao Tome and Principe,STP,2010,1670
Sao Tome and Principe,STP,2011,1670
Sao Tome and Principe,STP,2012,1670
Sao Tome and Principe,STP,2013,1700
Sao Tome and Principe,STP,2014,1749
Sao Tome and Principe,STP,2015,1865
Sao Tome and Principe,STP,2016,1876
Sao Tome and Principe,STP,2017,1909
Sao Tome and Principe,STP,2018,1941
Senegal,SEN,1961,7000
Senegal,SEN,1962,7000
Senegal,SEN,1963,7000
Senegal,SEN,1964,7000
Senegal,SEN,1965,7000
Senegal,SEN,1966,7000
Senegal,SEN,1967,7000
Senegal,SEN,1968,7000
Senegal,SEN,1969,7000
Senegal,SEN,1970,7000
Senegal,SEN,1971,7000
Senegal,SEN,1972,7000
Senegal,SEN,1973,7000
Senegal,SEN,1974,7000
Senegal,SEN,1975,7000
Senegal,SEN,1976,7000
Senegal,SEN,1977,7000
Senegal,SEN,1978,7000
Senegal,SEN,1979,7000
Senegal,SEN,1980,7000
Senegal,SEN,1981,7000
Senegal,SEN,1982,7000
Senegal,SEN,1983,7000
Senegal,SEN,1984,7000
Senegal,SEN,1985,7000
Senegal,SEN,1986,7000
Senegal,SEN,1987,7000
Senegal,SEN,1988,6000
Senegal,SEN,1989,5000
Senegal,SEN,1990,6000
Senegal,SEN,1991,4000
Senegal,SEN,1992,4000
Senegal,SEN,1993,4000
Senegal,SEN,1994,5000
Senegal,SEN,1995,6900
Senegal,SEN,1996,6000
Senegal,SEN,1997,6000
Senegal,SEN,1998,6400
Senegal,SEN,1999,6400
Senegal,SEN,2000,6500
Senegal,SEN,2001,6500
Senegal,SEN,2002,6500
Senegal,SEN,2003,7000
Senegal,SEN,2004,7000
Senegal,SEN,2005,7000
Senegal,SEN,2006,7000
Senegal,SEN,2007,7100
Senegal,SEN,2008,8500
Senegal,SEN,2009,9000
Senegal,SEN,2010,10500
Senegal,SEN,2011,10500
Senegal,SEN,2012,11000
Senegal,SEN,2013,11200
Senegal,SEN,2014,11177
Senegal,SEN,2015,11521
Senegal,SEN,2016,11877
Senegal,SEN,2017,12149
Senegal,SEN,2018,12418
Sierra Leone,SLE,1961,31000
Sierra Leone,SLE,1962,31000
Sierra Leone,SLE,1963,31000
Sierra Leone,SLE,1964,31000
Sierra Leone,SLE,1965,31000
Sierra Leone,SLE,1966,31000
Sierra Leone,SLE,1967,31000
Sierra Leone,SLE,1968,31000
Sierra Leone,SLE,1969,31000
Sierra Leone,SLE,1970,31000
Sierra Leone,SLE,1971,31000
Sierra Leone,SLE,1972,31000
Sierra Leone,SLE,1973,31000
Sierra Leone,SLE,1974,31000
Sierra Leone,SLE,1975,31000
Sierra Leone,SLE,1976,31000
Sierra Leone,SLE,1977,31000
Sierra Leone,SLE,1978,31000
Sierra Leone,SLE,1979,31000
Sierra Leone,SLE,1980,31000
Sierra Leone,SLE,1981,31000
Sierra Leone,SLE,1982,31000
Sierra Leone,SLE,1983,31000
Sierra Leone,SLE,1984,31000
Sierra Leone,SLE,1985,31000
Sierra Leone,SLE,1986,31000
Sierra Leone,SLE,1987,31000
Sierra Leone,SLE,1988,31000
Sierra Leone,SLE,1989,31000
Sierra Leone,SLE,1990,31000
Sierra Leone,SLE,1991,31000
Sierra Leone,SLE,1992,29200
Sierra Leone,SLE,1993,29150
Sierra Leone,SLE,1994,28700
Sierra Leone,SLE,1995,27900
Sierra Leone,SLE,1996,29500
Sierra Leone,SLE,1997,30500
Sierra Leone,SLE,1998,24800
Sierra Leone,SLE,1999,21800
Sierra Leone,SLE,2000,21800
Sierra Leone,SLE,2001,22000
Sierra Leone,SLE,2002,22000
Sierra Leone,SLE,2003,24000
Sierra Leone,SLE,2004,26000
Sierra Leone,SLE,2005,26000
Sierra Leone,SLE,2006,24000
Sierra Leone,SLE,2007,24000
Sierra Leone,SLE,2008,25000
Sierra Leone,SLE,2009,26000
Sierra Leone,SLE,2010,26500
Sierra Leone,SLE,2011,26500
Sierra Leone,SLE,2012,27000
Sierra Leone,SLE,2013,27500
Sierra Leone,SLE,2014,27583
Sierra Leone,SLE,2015,26792
Sierra Leone,SLE,2016,27292
Sierra Leone,SLE,2017,27491
Sierra Leone,SLE,2018,27691
Small island developing States,,1961,20425
Small island developing States,,1962,20425
Small island developing States,,1963,13805
Small island developing States,,1964,13805
Small island developing States,,1965,13805
Small island developing States,,1966,13805
Small island developing States,,1967,13725
Small island developing States,,1968,12605
Small island developing States,,1969,13160
Small island developing States,,1970,10160
Small island developing States,,1971,10720
Small island developing States,,1972,11380
Small island developing States,,1973,13325
Small island developing States,,1974,17155
Small island developing States,,1975,19095
Small island developing States,,1976,22469
Small island developing States,,1977,27044
Small island developing States,,1978,27719
Small island developing States,,1979,29808
Small island developing States,,1980,30049
Small island developing States,,1981,34903
Small island developing States,,1982,45631
Small island developing States,,1983,43456
Small island developing States,,1984,58447
Small island developing States,,1985,57653
Small island developing States,,1986,64166
Small island developing States,,1987,63923
Small island developing States,,1988,56996
Small island developing States,,1989,64804
Small island developing States,,1990,68624
Small island developing States,,1991,71315
Small island developing States,,1992,78205
Small island developing States,,1993,84743
Small island developing States,,1994,89150
Small island developing States,,1995,90900
Small island developing States,,1996,90470
Small island developing States,,1997,91189
Small island developing States,,1998,94047
Small island developing States,,1999,99013
Small island developing States,,2000,105677
Small island developing States,,2001,109857
Small island developing States,,2002,114842
Small island developing States,,2003,119881
Small island developing States,,2004,122925
Small island developing States,,2005,126925
Small island developing States,,2006,133130
Small island developing States,,2007,138190
Small island developing States,,2008,161256
Small island developing States,,2009,165301
Small island developing States,,2010,183346
Small island developing States,,2011,193402
Small island developing States,,2012,198438
Small island developing States,,2013,204535
Small island developing States,,2014,212101
Small island developing States,,2015,221604
Small island developing States,,2016,230569
Small island developing States,,2017,239035
Small island developing States,,2018,247595
Solomon Islands,SLB,1961,55
Solomon Islands,SLB,1962,55
Solomon Islands,SLB,1963,55
Solomon Islands,SLB,1964,55
Solomon Islands,SLB,1965,55
Solomon Islands,SLB,1966,55
Solomon Islands,SLB,1967,55
Solomon Islands,SLB,1968,55
Solomon Islands,SLB,1969,110
Solomon Islands,SLB,1970,110
Solomon Islands,SLB,1971,140
Solomon Islands,SLB,1972,140
Solomon Islands,SLB,1973,140
Solomon Islands,SLB,1974,270
Solomon Islands,SLB,1975,700
Solomon Islands,SLB,1976,1019
Solomon Islands,SLB,1977,2464
Solomon Islands,SLB,1978,2994
Solomon Islands,SLB,1979,3286
Solomon Islands,SLB,1980,3335
Solomon Islands,SLB,1981,3335
Solomon Islands,SLB,1982,3332
Solomon Islands,SLB,1983,3332
Solomon Islands,SLB,1984,3530
Solomon Islands,SLB,1985,3796
Solomon Islands,SLB,1986,3918
Solomon Islands,SLB,1987,4590
Solomon Islands,SLB,1988,4309
Solomon Islands,SLB,1989,3986
Solomon Islands,SLB,1990,5519
Solomon Islands,SLB,1991,7000
Solomon Islands,SLB,1992,8000
Solomon Islands,SLB,1993,8000
Solomon Islands,SLB,1994,8000
Solomon Islands,SLB,1995,8000
Solomon Islands,SLB,1996,8000
Solomon Islands,SLB,1997,8000
Solomon Islands,SLB,1998,8000
Solomon Islands,SLB,1999,8000
Solomon Islands,SLB,2000,9000
Solomon Islands,SLB,2001,9000
Solomon Islands,SLB,2002,9000
Solomon Islands,SLB,2003,9000
Solomon Islands,SLB,2004,9000
Solomon Islands,SLB,2005,9000
Solomon Islands,SLB,2006,10000
Solomon Islands,SLB,2007,10000
Solomon Islands,SLB,2008,11000
Solomon Islands,SLB,2009,12000
Solomon Islands,SLB,2010,13000
Solomon Islands,SLB,2011,14000
Solomon Islands,SLB,2012,15000
Solomon Islands,SLB,2013,16000
Solomon Islands,SLB,2014,17000
Solomon Islands,SLB,2015,18000
Solomon Islands,SLB,2016,19000
Solomon Islands,SLB,2017,20000
Solomon Islands,SLB,2018,21000
South America,,1961,38700
South America,,1962,41500
South America,,1963,41750
South America,,1964,46950
South America,,1965,56500
South America,,1966,57350
South America,,1967,65700
South America,,1968,80900
South America,,1969,63400
South America,,1970,57081
South America,,1971,76856
South America,,1972,71346
South America,,1973,61121
South America,,1974,56241
South America,,1975,50643
South America,,1976,56527
South America,,1977,61454
South America,,1978,67986
South America,,1979,71037
South America,,1980,83088
South America,,1981,80948
South America,,1982,101598
South America,,1983,95592
South America,,1984,112488
South America,,1985,123794
South America,,1986,145450
South America,,1987,152642
South America,,1988,168525
South America,,1989,189111
South America,,1990,210906
South America,,1991,253463
South America,,1992,292885
South America,,1993,288512
South America,,1994,305411
South America,,1995,310367
South America,,1996,328452
South America,,1997,344873
South America,,1998,345038
South America,,1999,342163
South America,,2000,378590
South America,,2001,397948
South America,,2002,416617
South America,,2003,430126
South America,,2004,415787
South America,,2005,448368
South America,,2006,454695
South America,,2007,467204
South America,,2008,478355
South America,,2009,529280
South America,,2010,571584
South America,,2011,629170
South America,,2012,635311
South America,,2013,679941
South America,,2014,767218
South America,,2015,837089
South America,,2016,779734
South America,,2017,768228
South America,,2018,749280
South Eastern Asia,,1961,114402
South Eastern Asia,,1962,117275
South Eastern Asia,,1963,125173
South Eastern Asia,,1964,134000
South Eastern Asia,,1965,140100
South Eastern Asia,,1966,153650
South Eastern Asia,,1967,164750
South Eastern Asia,,1968,190350
South Eastern Asia,,1969,216950
South Eastern Asia,,1970,251950
South Eastern Asia,,1971,281350
South Eastern Asia,,1972,338750
South Eastern Asia,,1973,384000
South Eastern Asia,,1974,445500
South Eastern Asia,,1975,538166
South Eastern Asia,,1976,593449
South Eastern Asia,,1977,671246
South Eastern Asia,,1978,794203
South Eastern Asia,,1979,883915
South Eastern Asia,,1980,998724
South Eastern Asia,,1981,1099747
South Eastern Asia,,1982,1168071
South Eastern Asia,,1983,1313151
South Eastern Asia,,1984,1431031
South Eastern Asia,,1985,1620688
South Eastern Asia,,1986,1811660
South Eastern Asia,,1987,1878905
South Eastern Asia,,1988,2161679
South Eastern Asia,,1989,2364976
South Eastern Asia,,1990,2528087
South Eastern Asia,,1991,2996467
South Eastern Asia,,1992,3205780
South Eastern Asia,,1993,3388516
South Eastern Asia,,1994,3623324
South Eastern Asia,,1995,3910700
South Eastern Asia,,1996,4314769
South Eastern Asia,,1997,4720328
South Eastern Asia,,1998,5105957
South Eastern Asia,,1999,5403911
South Eastern Asia,,2000,5650042
South Eastern Asia,,2001,5971216
South Eastern Asia,,2002,6756627
South Eastern Asia,,2003,7164155
South Eastern Asia,,2004,7540166
South Eastern Asia,,2005,8104594
South Eastern Asia,,2006,8700167
South Eastern Asia,,2007,9341576
South Eastern Asia,,2008,9981925
South Eastern Asia,,2009,10626511
South Eastern Asia,,2010,11234375
South Eastern Asia,,2011,11804000
South Eastern Asia,,2012,12386140
South Eastern Asia,,2013,12981519
South Eastern Asia,,2014,13552515
South Eastern Asia,,2015,14211849
South Eastern Asia,,2016,12507051
South Eastern Asia,,2017,12628558
South Eastern Asia,,2018,12800597
Suriname,SUR,1970,50
Suriname,SUR,1971,330
Suriname,SUR,1972,840
Suriname,SUR,1973,1215
Suriname,SUR,1974,1435
Suriname,SUR,1975,1645
Suriname,SUR,1976,1710
Suriname,SUR,1977,1880
Suriname,SUR,1978,2025
Suriname,SUR,1979,2372
Suriname,SUR,1980,2614
Suriname,SUR,1981,2948
Suriname,SUR,1982,4199
Suriname,SUR,1983,4954
Suriname,SUR,1984,5747
Suriname,SUR,1985,6187
Suriname,SUR,1986,6128
Suriname,SUR,1987,6173
Suriname,SUR,1988,6124
Suriname,SUR,1989,6128
Suriname,SUR,1990,5425
Suriname,SUR,1991,4835
Suriname,SUR,1992,4625
Suriname,SUR,1993,4163
Suriname,SUR,1994,3700
Suriname,SUR,1995,2500
Suriname,SUR,1996,1870
Suriname,SUR,1997,1154
Suriname,SUR,1998,250
Suriname,SUR,1999,360
Suriname,SUR,2000,550
Suriname,SUR,2001,550
Suriname,SUR,2002,550
Suriname,SUR,2003,550
Suriname,SUR,2004,550
Suriname,SUR,2005,550
Suriname,SUR,2006,550
Suriname,SUR,2007,600
Suriname,SUR,2008,600
Suriname,SUR,2009,625
Suriname,SUR,2010,625
Suriname,SUR,2011,650
Suriname,SUR,2012,650
Suriname,SUR,2013,675
Suriname,SUR,2014,660
Suriname,SUR,2015,481
Suriname,SUR,2016,493
Suriname,SUR,2017,493
Suriname,SUR,2018,494
Tanzania,TZA,1961,1100
Tanzania,TZA,1962,2000
Tanzania,TZA,1963,1750
Tanzania,TZA,1964,1750
Tanzania,TZA,1965,1200
Tanzania,TZA,1966,1200
Tanzania,TZA,1967,1200
Tanzania,TZA,1968,1200
Tanzania,TZA,1969,1200
Tanzania,TZA,1970,1200
Tanzania,TZA,1971,4000
Tanzania,TZA,1972,4000
Tanzania,TZA,1973,4000
Tanzania,TZA,1974,4000
Tanzania,TZA,1975,4000
Tanzania,TZA,1976,4000
Tanzania,TZA,1977,4000
Tanzania,TZA,1978,4000
Tanzania,TZA,1979,4000
Tanzania,TZA,1980,4100
Tanzania,TZA,1981,4100
Tanzania,TZA,1982,4100
Tanzania,TZA,1983,4100
Tanzania,TZA,1984,4100
Tanzania,TZA,1985,4100
Tanzania,TZA,1986,4150
Tanzania,TZA,1987,4150
Tanzania,TZA,1988,4150
Tanzania,TZA,1989,4150
Tanzania,TZA,1990,4200
Tanzania,TZA,1991,4200
Tanzania,TZA,1992,4300
Tanzania,TZA,1993,4300
Tanzania,TZA,1994,4400
Tanzania,TZA,1995,4400
Tanzania,TZA,1996,4400
Tanzania,TZA,1997,4400
Tanzania,TZA,1998,4500
Tanzania,TZA,1999,4500
Tanzania,TZA,2000,4500
Tanzania,TZA,2001,4500
Tanzania,TZA,2002,4500
Tanzania,TZA,2003,4500
Tanzania,TZA,2004,4500
Tanzania,TZA,2005,4500
Tanzania,TZA,2006,4500
Tanzania,TZA,2007,4500
Tanzania,TZA,2008,4500
Tanzania,TZA,2009,4500
Tanzania,TZA,2010,4800
Tanzania,TZA,2011,5000
Tanzania,TZA,2012,5200
Tanzania,TZA,2013,5200
Tanzania,TZA,2014,5188
Tanzania,TZA,2015,5330
Tanzania,TZA,2016,5407
Tanzania,TZA,2017,5484
Tanzania,TZA,2018,5561
Thailand,THA,1961,950
Thailand,THA,1962,950
Thailand,THA,1963,950
Thailand,THA,1964,950
Thailand,THA,1965,950
Thailand,THA,1966,950
Thailand,THA,1967,950
Thailand,THA,1968,950
Thailand,THA,1969,950
Thailand,THA,1970,950
Thailand,THA,1971,950
Thailand,THA,1972,950
Thailand,THA,1973,1800
Thailand,THA,1974,1800
Thailand,THA,1975,5100
Thailand,THA,1976,3440
Thailand,THA,1977,3760
Thailand,THA,1978,5616
Thailand,THA,1979,7616
Thailand,THA,1980,11136
Thailand,THA,1981,15104
Thailand,THA,1982,24752
Thailand,THA,1983,36272
Thailand,THA,1984,45280
Thailand,THA,1985,53255
Thailand,THA,1986,59981
Thailand,THA,1987,69158
Thailand,THA,1988,82774
Thailand,THA,1989,90880
Thailand,THA,1990,96000
Thailand,THA,1991,103108
Thailand,THA,1992,105908
Thailand,THA,1993,133452
Thailand,THA,1994,139160
Thailand,THA,1995,153422
Thailand,THA,1996,166915
Thailand,THA,1997,177492
Thailand,THA,1998,205489
Thailand,THA,1999,215220
Thailand,THA,2000,230053
Thailand,THA,2001,242852
Thailand,THA,2002,263018
Thailand,THA,2003,287903
Thailand,THA,2004,309165
Thailand,THA,2005,324193
Thailand,THA,2006,379872
Thailand,THA,2007,426120
Thailand,THA,2008,461555
Thailand,THA,2009,510003
Thailand,THA,2010,541569
Thailand,THA,2011,570474
Thailand,THA,2012,592081
Thailand,THA,2013,603700
Thailand,THA,2014,643811
Thailand,THA,2015,648198
Thailand,THA,2016,649849
Thailand,THA,2017,722365
Thailand,THA,2018,710103
Togo,TGO,1961,14500
Togo,TGO,1962,15000
Togo,TGO,1963,15000
Togo,TGO,1964,15000
Togo,TGO,1965,15000
Togo,TGO,1966,15000
Togo,TGO,1967,15000
Togo,TGO,1968,15000
Togo,TGO,1969,15000
Togo,TGO,1970,15000
Togo,TGO,1971,15500
Togo,TGO,1972,15500
Togo,TGO,1973,15500
Togo,TGO,1974,15800
Togo,TGO,1975,15800
Togo,TGO,1976,15800
Togo,TGO,1977,15800
Togo,TGO,1978,15800
Togo,TGO,1979,15900
Togo,TGO,1980,15900
Togo,TGO,1981,15900
Togo,TGO,1982,16000
Togo,TGO,1983,13500
Togo,TGO,1984,13500
Togo,TGO,1985,13500
Togo,TGO,1986,13500
Togo,TGO,1987,13500
Togo,TGO,1988,13500
Togo,TGO,1989,13500
Togo,TGO,1990,13500
Togo,TGO,1991,13500
Togo,TGO,1992,13500
Togo,TGO,1993,13500
Togo,TGO,1994,13500
Togo,TGO,1995,15500
Togo,TGO,1996,16500
Togo,TGO,1997,13000
Togo,TGO,1998,13000
Togo,TGO,1999,13500
Togo,TGO,2000,13500
Togo,TGO,2001,13500
Togo,TGO,2002,13500
Togo,TGO,2003,13500
Togo,TGO,2004,13500
Togo,TGO,2005,13500
Togo,TGO,2006,14100
Togo,TGO,2007,14100
Togo,TGO,2008,15300
Togo,TGO,2009,16250
Togo,TGO,2010,17250
Togo,TGO,2011,17000
Togo,TGO,2012,17500
Togo,TGO,2013,17000
Togo,TGO,2014,16823
Togo,TGO,2015,17461
Togo,TGO,2016,17792
Togo,TGO,2017,18024
Togo,TGO,2018,18257
Venezuela,VEN,1980,2200
Venezuela,VEN,1981,1600
Venezuela,VEN,1982,2200
Venezuela,VEN,1983,2600
Venezuela,VEN,1984,2800
Venezuela,VEN,1985,2400
Venezuela,VEN,1986,2670
Venezuela,VEN,1987,2700
Venezuela,VEN,1988,2300
Venezuela,VEN,1989,2700
Venezuela,VEN,1990,2500
Venezuela,VEN,1991,3600
Venezuela,VEN,1992,11398
Venezuela,VEN,1993,12860
Venezuela,VEN,1994,16103
Venezuela,VEN,1995,18799
Venezuela,VEN,1996,27813
Venezuela,VEN,1997,28135
Venezuela,VEN,1998,25000
Venezuela,VEN,1999,24956
Venezuela,VEN,2000,24711
Venezuela,VEN,2001,25105
Venezuela,VEN,2002,25116
Venezuela,VEN,2003,25124
Venezuela,VEN,2004,24607
Venezuela,VEN,2005,26277
Venezuela,VEN,2006,25252
Venezuela,VEN,2007,26713
Venezuela,VEN,2008,31096
Venezuela,VEN,2009,29986
Venezuela,VEN,2010,32567
Venezuela,VEN,2011,36293
Venezuela,VEN,2012,34082
Venezuela,VEN,2013,35568
Venezuela,VEN,2014,39596
Venezuela,VEN,2015,39632
Venezuela,VEN,2016,35060
Venezuela,VEN,2017,36660
Venezuela,VEN,2018,44991
Western Africa,,1961,3144500
Western Africa,,1962,2946000
Western Africa,,1963,3040500
Western Africa,,1964,3066500
Western Africa,,1965,3171400
Western Africa,,1966,3072000
Western Africa,,1967,2573900
Western Africa,,1968,2582000
Western Africa,,1969,2681000
Western Africa,,1970,2639400
Western Africa,,1971,2649900
Western Africa,,1972,2499110
Western Africa,,1973,2518455
Western Africa,,1974,2703902
Western Africa,,1975,2653287
Western Africa,,1976,2654793
Western Africa,,1977,2703857
Western Africa,,1978,2565162
Western Africa,,1979,2886323
Western Africa,,1980,2870534
Western Africa,,1981,2570151
Western Africa,,1982,2574426
Western Africa,,1983,2464152
Western Africa,,1984,2745101
Western Africa,,1985,2712938
Western Africa,,1986,2738033
Western Africa,,1987,2814872
Western Africa,,1988,2790885
Western Africa,,1989,2824123
Western Africa,,1990,2885202
Western Africa,,1991,3057900
Western Africa,,1992,3190065
Western Africa,,1993,3349743
Western Africa,,1994,3405306
Western Africa,,1995,3604341
Western Africa,,1996,3637400
Western Africa,,1997,3641700
Western Africa,,1998,3659900
Western Africa,,1999,3719182
Western Africa,,2000,3801000
Western Africa,,2001,3922765
Western Africa,,2002,3935497
Western Africa,,2003,4115479
Western Africa,,2004,4247331
Western Africa,,2005,4280856
Western Africa,,2006,4034333
Western Africa,,2007,4061206
Western Africa,,2008,4165600
Western Africa,,2009,4214050
Western Africa,,2010,4240250
Western Africa,,2011,4242577
Western Africa,,2012,4331500
Western Africa,,2013,4020460
Western Africa,,2014,4082177
Western Africa,,2015,4132502
Western Africa,,2016,4157574
Western Africa,,2017,4181748
Western Africa,,2018,4164684
World,OWID_WRL,1961,3621037
World,OWID_WRL,1962,3422412
World,OWID_WRL,1963,3517630
World,OWID_WRL,1964,3540825
World,OWID_WRL,1965,3617385
World,OWID_WRL,1966,3523670
World,OWID_WRL,1967,3081995
World,OWID_WRL,1968,3185274
World,OWID_WRL,1969,3295732
World,OWID_WRL,1970,3263027
World,OWID_WRL,1971,3311979
World,OWID_WRL,1972,3210852
World,OWID_WRL,1973,3263026
World,OWID_WRL,1974,3498230
World,OWID_WRL,1975,3539154
World,OWID_WRL,1976,3593114
World,OWID_WRL,1977,3722319
World,OWID_WRL,1978,3718311
World,OWID_WRL,1979,4155088
World,OWID_WRL,1980,4276828
World,OWID_WRL,1981,4077535
World,OWID_WRL,1982,4190963
World,OWID_WRL,1983,4225265
World,OWID_WRL,1984,4668824
World,OWID_WRL,1985,4898899
World,OWID_WRL,1986,5146653
World,OWID_WRL,1987,5301514
World,OWID_WRL,1988,5577146
World,OWID_WRL,1989,5857284
World,OWID_WRL,1990,6115211
World,OWID_WRL,1991,6804335
World,OWID_WRL,1992,7197393
World,OWID_WRL,1993,7533612
World,OWID_WRL,1994,7858343
World,OWID_WRL,1995,8358624
World,OWID_WRL,1996,8819358
World,OWID_WRL,1997,9231671
World,OWID_WRL,1998,9637496
World,OWID_WRL,1999,10004661
World,OWID_WRL,2000,10386924
World,OWID_WRL,2001,10856276
World,OWID_WRL,2002,11679813
World,OWID_WRL,2003,12283549
World,OWID_WRL,2004,12798576
World,OWID_WRL,2005,13460999
World,OWID_WRL,2006,13859768
World,OWID_WRL,2007,14566794
World,OWID_WRL,2008,15368615
World,OWID_WRL,2009,16158445
World,OWID_WRL,2010,16878176
World,OWID_WRL,2011,17543879
World,OWID_WRL,2012,18266282
World,OWID_WRL,2013,18657777
World,OWID_WRL,2014,19414980
World,OWID_WRL,2015,20263351
World,OWID_WRL,2016,18560904
World,OWID_WRL,2017,18744464
World,OWID_WRL,2018,18917400
